Data,Formato,Kg_Produzidos,Metro_Linear,Metro_Quadrado,Tipo_Onda,Tipo_Papel,Turno
2026-02-10 00:00:00,2200,11706,9254,20358,BC,CC,TARDE
2026-02-10 00:00:00,2200,13923,11007,24215,BC,CC,MANHA
2026-02-10 00:00:00,2270,1417,1343,3048,C,KK,MANHA
2026-02-10 00:00:00,2270,1973,2805,6367,B,MM,TARDE
2026-02-10 00:00:00,2270,2524,2392,5429,C,BK,TARDE
2026-02-10 00:00:00,2270,3060,3852,8744,B,KM,TARDE
2026-02-10 00:00:00,2270,3783,3367,7643,C,KK-RI,MANHA
2026-02-10 00:00:00,2430,376,408,991,B,BM,MANHA
2026-02-10 00:00:00,2430,888,903,2194,B,BM,MANHA
2026-02-10 00:00:00,2430,1123,1170,2843,C,KC,TARDE
2026-02-10 00:00:00,2430,2493,2280,5540,B,BB,MANHA
2026-02-10 00:00:00,2430,2763,1387,3370,BC,KK-RI,MANHA
2026-02-10 00:00:00,2430,2833,3332,8096,B,KC,MANHA
2026-02-10 00:00:00,2430,3143,1680,4082,BC,KK,TARDE
2026-02-10 00:00:00,2430,3421,4023,9775,B,KM,TARDE
2026-02-10 00:00:00,2430,5134,3675,8930,BC,KM,TARDE
2026-02-11 00:00:00,2040,915,1108,2260,B,BK,MANHA
2026-02-11 00:00:00,2040,3922,4273,8716,B,BK,MANHA
2026-02-11 00:00:00,2040,8900,5523,11266,BC,KK-RI,MANHA
2026-02-11 00:00:00,2200,1042,987,2171,B,KK,MANHA
2026-02-11 00:00:00,2200,6776,6417,14117,B,KK-RI/E,TARDE
2026-02-11 00:00:00,2270,1536,927,2104,BC,KK,TARDE
2026-02-11 00:00:00,2270,2006,1901,4315,C,KK,TARDE
2026-02-11 00:00:00,2270,12466,9551,21680,BC,KM,TARDE
2026-02-11 00:00:00,2430,332,360,874,B,KB,MANHA
2026-02-11 00:00:00,2430,1232,1335,3244,B,KM,MANHA
2026-02-11 00:00:00,2430,2487,3302,8023,B,MM,MANHA
2026-02-11 00:00:00,2430,2615,2197,5338,B,BK,MANHA
2026-02-11 00:00:00,2430,3020,1516,3683,BC,KK,TARDE
2026-02-11 00:00:00,2430,3326,3259,7919,B,BB,MANHA
2026-02-11 00:00:00,2430,3722,2811,6830,B,KK,TARDE
2026-02-11 00:00:00,2430,6650,4760,11566,BC,KM,TARDE
2026-02-12 00:00:00,2040,4982,3172,6470,BC,KK-RI,MANHA
2026-02-12 00:00:00,2040,9813,12659,25824,B,KC,TARDE
2026-02-12 00:00:00,2200,542,796,1751,B,CC,TARDE
2026-02-12 00:00:00,2200,1733,1695,3729,C,KK,MANHA
2026-02-12 00:00:00,2200,2789,3337,7341,B,KK,MANHA
2026-02-12 00:00:00,2200,4774,7000,15100,B,CC,MANHA
2026-02-12 00:00:00,2270,2678,1710,3881,BC,KK,TARDE
2026-02-12 00:00:00,2270,2720,3034,6887,C,KC,TARDE
2026-02-12 00:00:00,2270,4080,5799,13163,B,MM,TARDE
2026-02-12 00:00:00,2270,4401,4170,9465,C,KM,TARDE
2026-02-12 00:00:00,2270,4431,5137,11660,B,KK,MANHA
2026-02-12 00:00:00,2430,595,790,1919,B,CC,MANHA
2026-02-12 00:00:00,2430,1410,1528,3713,B,KK,MANHA
2026-02-12 00:00:00,2430,2572,2680,6512,C,KC,TARDE
2026-02-12 00:00:00,2430,2969,1216,2954,BC,KK,MANHA
2026-02-12 00:00:00,2430,3277,3854,9365,B,KC,MANHA
2026-02-12 00:00:00,2430,7483,9934,24139,B,MM,TARDE
2026-02-13 00:00:00,2040,1983,2161,4408,B,KK-RI,MANHA
2026-02-13 00:00:00,2040,3661,3989,8137,B,KK,TARDE
2026-02-13 00:00:00,2040,5465,5954,12146,B,KK,MANHA
2026-02-13 00:00:00,2040,10136,14197,28961,B,KC,TARDE
2026-02-13 00:00:00,2200,21076,16661,26654,BC,MM,TARDE
2026-02-13 00:00:00,2270,1994,2835,6435,B,MM,TARDE
2026-02-13 00:00:00,2430,897,1055,2563,B,KC,TARDE
2026-02-13 00:00:00,2430,2154,1970,4787,B,KK-RI,MANHA
2026-02-13 00:00:00,2430,21043,24743,60125,B,KM,MANHA
2026-02-16 00:00:00,2040,738,779,1589,C,BK,MANHA
2026-02-16 00:00:00,2040,2008,2117,4318,C,BK,TARDE
2026-02-16 00:00:00,2040,3860,5734,11697,B,MC,TARDE
2026-02-16 00:00:00,2040,5133,5592,11407,B,BK,MANHA
2026-02-16 00:00:00,2200,732,740,1628,B,BK,MANHA
2026-02-16 00:00:00,2200,1120,1476,3247,B,BM,MANHA
2026-02-16 00:00:00,2200,5207,4931,10848,B,KK-RI/E,MANHA
2026-02-16 00:00:00,2270,1143,1527,3466,B,MC,TARDE
2026-02-16 00:00:00,2270,1503,1215,2758,B,KK,MANHA
2026-02-16 00:00:00,2270,2927,2243,5091,BC,KC,TARDE
2026-02-16 00:00:00,2270,3340,4167,9459,B,KC,MANHA
2026-02-16 00:00:00,2270,3761,4735,10748,B,KM,TARDE
2026-02-16 00:00:00,2270,4683,4298,9756,B,KK,MANHA
2026-02-16 00:00:00,2270,6338,4432,10060,BC,KK,TARDE
2026-02-16 00:00:00,2270,7139,5151,11332,BC,KK,TARDE
2026-02-16 00:00:00,2430,1440,1501,3647,C,KM,TARDE
2026-02-16 00:00:00,2430,8010,5733,13931,BC,KM,MANHA
2026-02-17 00:00:00,2200,2371,2395,5269,B,KK,TARDE
2026-02-17 00:00:00,2200,2450,2475,5445,B,KK,MANHA
2026-02-17 00:00:00,2200,2556,2702,5944,B,KK,TARDE
2026-02-17 00:00:00,2200,3819,4960,10912,B,KM,TARDE
2026-02-17 00:00:00,2270,728,845,1918,B,KM,TARDE
2026-02-17 00:00:00,2270,1075,1102,2501,B,KK,TARDE
2026-02-17 00:00:00,2270,1230,1166,2646,C,BK,TARDE
2026-02-17 00:00:00,2270,1384,1355,3075,B,KB,MANHA
2026-02-17 00:00:00,2270,1603,1427,3239,C,KK,MANHA
2026-02-17 00:00:00,2270,1643,1609,3652,B,BB,MANHA
2026-02-17 00:00:00,2270,2149,2594,5888,C,KM,TARDE
2026-02-17 00:00:00,2270,3389,4817,10934,B,MM,TARDE
2026-02-17 00:00:00,2270,4638,2654,6024,BC,KK,TARDE
2026-02-17 00:00:00,2270,9713,12226,27753,B,KM,MANHA
2026-02-17 00:00:00,2430,458,497,1207,B,KK,MANHA
2026-02-17 00:00:00,2430,578,680,1652,B,KM,TARDE
2026-02-17 00:00:00,2430,1080,1170,2843,B,KM,TARDE
2026-02-17 00:00:00,2430,1614,1682,4087,C,KK,TARDE
2026-02-17 00:00:00,2430,1771,1268,3081,BC,KM,TARDE
2026-02-17 00:00:00,2430,2615,2949,7166,C,KM,TARDE
2026-02-17 00:00:00,2430,2726,3620,8796,BC,MM,TARDE
2026-02-17 00:00:00,2430,4981,3203,7783,BC,KM,TARDE
2026-02-17 00:00:00,2430,10752,12643,30722,B,KM,MANHA
2026-02-18 00:00:00,2040,886,1100,2244,C,KK,MANHA
2026-02-18 00:00:00,2040,1618,2008,4096,C,KK,TARDE
2026-02-18 00:00:00,2040,3180,4932,10061,BC,CC,TARDE
2026-02-18 00:00:00,2040,8073,8795,17941,B,KK,TARDE
2026-02-18 00:00:00,2040,15576,9665,19716,BC,KK-RI,MANHA
2026-02-18 00:00:00,2200,525,555,1221,B,KK,TARDE
2026-02-18 00:00:00,2200,1215,1578,3471,B,KC,TARDE
2026-02-18 00:00:00,2200,4145,3277,7209,BC,KM,MANHA
2026-02-18 00:00:00,2200,4273,5112,11246,B,KK,TARDE
2026-02-18 00:00:00,2200,4618,5998,13195,B,KC,TARDE
2026-02-18 00:00:00,2200,5825,6704,14748,C,KC,TARDE
2026-02-18 00:00:00,2270,412,460,1044,C,KC,MANHA
2026-02-18 00:00:00,2270,756,913,2072,C,KM,MANHA
2026-02-18 00:00:00,2270,8119,10220,23199,B,KM,MANHA
2026-02-18 00:00:00,2430,826,840,2041,B,BM,TARDE
2026-02-18 00:00:00,2430,1497,1761,4279,B,KM,TARDE
2026-02-18 00:00:00,2430,3766,4429,10762,B,KC,MANHA
2026-02-19 00:00:00,2040,738,1034,2109,B,KM,TARDE
2026-02-19 00:00:00,2200,5041,4677,10289,B,BK,TARDE
2026-02-19 00:00:00,2200,7913,7494,16486,B,KK-RI/E,MANHA
2026-02-19 00:00:00,2270,703,885,2008,B,KC,TARDE
2026-02-19 00:00:00,2270,1993,2406,5461,C,KM,MANHA
2026-02-19 00:00:00,2270,2527,3050,6923,C,KK,MANHA
2026-02-19 00:00:00,2270,2644,3328,7554,B,KC,TARDE
2026-02-19 00:00:00,2270,3303,3234,7341,B,KK,MANHA
2026-02-19 00:00:00,2270,8739,10131,22997,B,KC,TARDE
2026-02-19 00:00:00,2430,1895,1592,3868,B,BK,TARDE
2026-02-19 00:00:00,2430,3715,3398,8257,BC,KB,MANHA
2026-02-19 00:00:00,2430,5163,5592,13588,B,KK,TARDE
2026-02-19 00:00:00,2430,8312,6277,15253,B,KK,TARDE
2026-02-20 00:00:00,2200,1663,1626,3577,C,KM,MANHA
2026-02-20 00:00:00,2200,3815,2376,5227,B,KK-RI,TARDE
2026-02-20 00:00:00,2200,5534,3646,8021,BC,KK,TARDE
2026-02-20 00:00:00,2200,9770,6084,13384,BC,KK,TARDE
2026-02-20 00:00:00,2200,20720,16380,36036,BC,CM,TARDE
2026-02-20 00:00:00,2270,499,436,989,C,BM-RI,MANHA
2026-02-20 00:00:00,2270,1217,933,2117,BC,KM,MANHA
2026-02-20 00:00:00,2270,1270,1131,2567,C,KK,TARDE
2026-02-20 00:00:00,2270,1978,1779,4038,B,BK,MANHA
2026-02-20 00:00:00,2270,2932,2610,5924,C,KK-RI,MANHA
2026-02-20 00:00:00,2270,18409,23171,52598,B,KC,MANHA
2026-02-23 00:00:00,2040,8083,11321,23094,B,KC,MANHA
2026-02-23 00:00:00,2200,2041,1345,2959,BC,KK,TARDE
2026-02-23 00:00:00,2200,2629,1552,3414,BC,KK,TARDE
2026-02-23 00:00:00,2200,4342,3133,6892,BC,KK,MANHA
2026-02-23 00:00:00,2200,6717,8724,19192,B,KC,TARDE
2026-02-23 00:00:00,2270,5976,4579,10394,BC,KK,MANHA
2026-02-23 00:00:00,2430,309,199,483,BC,KM-AM,TARDE
2026-02-23 00:00:00,2430,712,381,925,BC,KK,TARDE
2026-02-23 00:00:00,2430,768,502,1219,BC,KK,TARDE
2026-02-23 00:00:00,2430,1936,1968,4782,B,BK,MANHA
2026-02-23 00:00:00,2430,1991,1188,2886,BC,KK,TARDE
2026-02-23 00:00:00,2430,2175,1827,4439,B,BK,MANHA
2026-02-23 00:00:00,2430,4445,5901,14339,B,CM,TARDE
2026-02-23 00:00:00,2430,5928,4243,10310,BC,KK,MANHA
2026-02-23 00:00:00,2430,8159,9594,23313,B,KM,MANHA
2026-02-23 00:00:00,2430,8991,6789,16497,B,KK,TARDE
2026-02-24 00:00:00,2040,1443,1938,3953,C,KM,MANHA
2026-02-24 00:00:00,2040,1789,2399,4893,C,KK,MANHA
2026-02-24 00:00:00,2040,2701,2404,5457,C,KK-RI,MANHA
2026-02-24 00:00:00,2040,4539,4945,10087,B,BK,MANHA
2026-02-24 00:00:00,2040,4841,5860,11954,B,BK,MANHA
2026-02-24 00:00:00,2200,2457,2327,5119,B,KM-RI,TARDE
2026-02-24 00:00:00,2270,1426,1351,3066,C,KK,TARDE
2026-02-24 00:00:00,2270,1807,2275,5164,B,KM,TARDE
2026-02-24 00:00:00,2270,1906,2301,5223,C,KC,TARDE
2026-02-24 00:00:00,2270,2910,2849,6467,B,BK,MANHA
2026-02-24 00:00:00,2270,3723,4687,10639,B,KK,MANHA
2026-02-24 00:00:00,2270,6592,7352,16689,C,KC,TARDE
2026-02-24 00:00:00,2430,1816,1335,3244,C,KK,TARDE
2026-02-24 00:00:00,2430,2031,2116,5141,C,KK,TARDE
2026-02-24 00:00:00,2430,4943,5813,14125,B,KC,TARDE
2026-02-24 00:00:00,2430,5236,4353,10577,C,KK,TARDE
2026-02-24 00:00:00,2430,5295,5381,13075,B,BK,MANHA
2026-02-25 00:00:00,2040,2356,1674,3414,BC,KM,MANHA
2026-02-25 00:00:00,2040,4880,4161,8488,BC,KM,TARDE
2026-02-25 00:00:00,2200,1515,1602,3524,B,KK,MANHA
2026-02-25 00:00:00,2200,7370,4351,9572,BC,KK,TARDE
2026-02-25 00:00:00,2270,923,904,2052,B,KK,TARDE
2026-02-25 00:00:00,2270,1340,1312,2978,B,BK,TARDE
2026-02-25 00:00:00,2270,3338,2558,5806,BC,KM,MANHA
2026-02-25 00:00:00,2270,3685,5237,11887,B,MM,MANHA
2026-02-25 00:00:00,2430,1066,570,1385,BC,KK,TARDE
2026-02-25 00:00:00,2430,1570,1186,2881,B,KK,TARDE
2026-02-25 00:00:00,2430,1685,1541,3744,B,KK,TARDE
2026-02-25 00:00:00,2430,1723,2026,4923,B,KM,TARDE
2026-02-25 00:00:00,2430,4531,4144,10069,B,KB,TARDE
2026-02-25 00:00:00,2430,4635,6153,14951,B,CM,MANHA
2026-02-25 00:00:00,2430,5987,6484,15756,B,KM,TARDE
2026-02-25 00:00:00,2430,8572,11380,27653,B,MM,MANHA
2026-02-26 00:00:00,2040,1390,1377,2809,C,KK,TARDE
2026-02-26 00:00:00,2200,472,565,1243,B,KK,TARDE
2026-02-26 00:00:00,2200,1218,1457,3205,B,KK,MANHA
2026-02-26 00:00:00,2200,3979,5168,11369,B,KK,TARDE
2026-02-26 00:00:00,2200,4354,2414,5310,BC,KK-RI,TARDE
2026-02-26 00:00:00,2270,1007,643,1459,BC,KK,MANHA
2026-02-26 00:00:00,2270,1330,1019,2313,BC,KK,MANHA
2026-02-26 00:00:00,2270,2015,1387,3148,BC,KC,MANHA
2026-02-26 00:00:00,2270,3657,2802,6360,BC,KC,MANHA
2026-02-26 00:00:00,2270,4274,6075,13790,B,CC,MANHA
2026-02-26 00:00:00,2270,9899,7584,17215,BC,KK,MANHA
2026-02-26 00:00:00,2430,776,499,1212,BC,KM,TARDE
2026-02-26 00:00:00,2430,922,1224,2974,B,CM,MANHA
2026-02-26 00:00:00,2430,1385,1443,3506,C,KK,TARDE
2026-02-26 00:00:00,2430,1464,1722,4184,B,KK,TARDE
2026-02-26 00:00:00,2430,2036,1693,4113,C,KM,TARDE
2026-02-26 00:00:00,2430,3554,1784,4335,BC,KK,TARDE
2026-02-26 00:00:00,2430,6422,2630,6390,BC,KK,TARDE
2026-02-26 00:00:00,2430,7434,5321,12930,BC,KC,TARDE
2026-02-26 00:00:00,2430,10760,11653,28316,B,KM,MANHA
2026-02-27 00:00:00,2040,1904,2075,4233,B,KK-RI,MANHA
2026-02-27 00:00:00,2040,2320,1477,3013,BC,KK-RI,TARDE
2026-02-27 00:00:00,2040,5673,5618,11460,C,KK,MANHA
2026-02-27 00:00:00,2040,8341,9087,18537,B,KK,MANHA
2026-02-27 00:00:00,2200,1177,1092,2402,B,BK,TARDE
2026-02-27 00:00:00,2200,1550,1566,3445,B,KK-RI/E,TARDE
2026-02-27 00:00:00,2200,2300,2752,6054,B,KK,TARDE
2026-02-27 00:00:00,2200,2815,3240,7128,C,KK,MANHA
2026-02-27 00:00:00,2200,3514,1746,3841,BC,BK-RI,TARDE
2026-02-27 00:00:00,2270,1305,1278,2901,B,BK-RI,MANHA
2026-02-27 00:00:00,2270,1716,1575,3575,B,KK-RI,MANHA
2026-02-27 00:00:00,2270,1878,2267,5146,C,KC,TARDE
2026-02-27 00:00:00,2270,3251,2076,4712,BC,KM,TARDE
2026-02-27 00:00:00,2270,3256,2898,6578,C,KK-RI,TARDE
2026-02-27 00:00:00,2270,3748,4346,9865,B,KC-RI,TARDE
2026-02-27 00:00:00,2430,382,288,699,C,KK-AM,MANHA
2026-02-27 00:00:00,2430,1542,1282,3115,C,KK,MANHA
2026-02-27 00:00:00,2430,2010,1839,4468,B,KK-RI,MANHA
2026-02-27 00:00:00,2430,3854,4532,11012,B,KC,MANHA
2026-02-27 00:00:00,2430,6957,5843,14198,B,BK,TARDE
2026-03-02 00:00:00,2040,2465,3181,6489,B,KK,TARDE
2026-03-02 00:00:00,2040,3933,5074,10350,B,KK,MANHA
2026-03-02 00:00:00,2040,4902,7283,14857,B,MC,MANHA
2026-03-02 00:00:00,2200,378,370,814,C,KK,TARDE
2026-03-02 00:00:00,2200,458,485,1067,B,KK,TARDE
2026-03-02 00:00:00,2200,1132,1271,2796,B,BM,TARDE
2026-03-02 00:00:00,2200,2370,2728,6001,C,KC,TARDE
2026-03-02 00:00:00,2200,4048,2921,6476,BC,KK,TARDE
2026-03-02 00:00:00,2270,6629,7686,17447,B,KC,TARDE
2026-03-02 00:00:00,2430,745,930,2259,B,MC,TARDE
2026-03-02 00:00:00,2430,2401,1436,3489,BC,KM,TARDE
2026-03-02 00:00:00,2430,2619,1875,4556,BC,KC,TARDE
2026-03-02 00:00:00,2430,2769,3256,7912,B,KC,MANHA
2026-03-02 00:00:00,2430,3897,4221,10257,B,KC,MANHA
2026-03-02 00:00:00,2430,8430,5507,13382,BC,KK,TARDE
2026-03-02 00:00:00,2430,11162,9096,22103,C,BK,MANHA
2026-03-03 00:00:00,2040,919,1366,2786,B,MC,MANHA
2026-03-03 00:00:00,2200,6914,6548,14405,B,KK-RI,TARDE
2026-03-03 00:00:00,2200,22333,17655,37841,BC,CC,TARDE
2026-03-03 00:00:00,2270,32,240,544,C,KK,TARDE
2026-03-03 00:00:00,2270,1207,1075,2440,C,KK,TARDE
2026-03-03 00:00:00,2270,3010,2679,6081,C,KK,MANHA
2026-03-03 00:00:00,2270,3245,3620,8217,C,KK,TARDE
2026-03-03 00:00:00,2270,25125,31624,71786,B,KM,MANHA
2026-03-03 00:00:00,2430,1393,1639,3982,B,KM,TARDE
2026-03-03 00:00:00,2430,5116,6016,14618,B,KC,TARDE
2026-03-04 00:00:00,2040,2733,3392,6919,C,KK,TARDE
2026-03-04 00:00:00,2040,3675,3133,6391,BC,KK,TARDE
2026-03-04 00:00:00,2200,2388,2857,6285,B,KK,TARDE
2026-03-04 00:00:00,2270,445,422,957,C,BK,MANHA
2026-03-04 00:00:00,2270,1769,2227,5055,B,KC,TARDE
2026-03-04 00:00:00,2270,1997,2411,5472,C,KC,MANHA
2026-03-04 00:00:00,2270,7284,7131,16187,B,BK,MANHA
2026-03-04 00:00:00,2430,443,361,877,C,BK,MANHA
2026-03-04 00:00:00,2430,541,441,1071,C,BK,TARDE
2026-03-04 00:00:00,2430,852,866,2104,B,BM,TARDE
2026-03-04 00:00:00,2430,863,618,1501,BC,KK,MANHA
2026-03-04 00:00:00,2430,1391,1507,3662,B,KC,MANHA
2026-03-04 00:00:00,2430,1476,1057,2568,BC,KC,MANHA
2026-03-04 00:00:00,2430,1930,1032,2507,BC,KK-RI,MANHA
2026-03-04 00:00:00,2430,2335,2002,4864,B,KK,TARDE
2026-03-04 00:00:00,2430,2600,3058,7430,B,KM,MANHA
2026-03-04 00:00:00,2430,3460,4069,9887,B,KK,TARDE
2026-03-04 00:00:00,2430,3728,3884,9438,C,KC,MANHA
2026-03-04 00:00:00,2430,4108,4831,11739,B,KC,MANHA
2026-03-04 00:00:00,2430,4947,2644,6424,BC,KK,MANHA
2026-03-04 00:00:00,2430,5780,7674,18647,B,CM,TARDE
2026-03-04 00:00:00,2430,6340,7455,18115,B,KC,TARDE
2026-03-04 00:00:00,2430,7418,3965,9634,BC,KK,TARDE
2026-03-05 00:00:00,2040,6019,8430,17197,B,KC,TARDE
2026-03-05 00:00:00,2200,2620,2406,5293,C,KK-RI,MANHA
2026-03-05 00:00:00,2200,5284,5338,11743,B,KK,TARDE
2026-03-05 00:00:00,2200,7784,10110,22242,B,KC,TARDE
2026-03-05 00:00:00,2270,891,479,1087,BC,KK,MANHA
2026-03-05 00:00:00,2270,1231,1550,3518,B,KC,MANHA
2026-03-05 00:00:00,2270,2954,4198,9529,B,MM,MANHA
2026-03-05 00:00:00,2270,4741,5497,12478,B,KC,TARDE
2026-03-05 00:00:00,2270,4813,2684,6092,BC,KK-RI,MANHA
2026-03-05 00:00:00,2430,1579,970,2357,BC,BC,MANHA
2026-03-05 00:00:00,2430,1675,999,2427,BC,KK,MANHA
2026-03-05 00:00:00,2430,5023,4176,10147,C,KK-RI,TARDE
2026-03-05 00:00:00,2430,5949,4946,12018,C,KK-RI,MANHA
2026-03-05 00:00:00,2430,8013,5735,13936,BC,KC,MANHA
2026-03-05 00:00:00,2430,9051,9802,23818,B,KK,TARDE
2026-03-06 00:00:00,2040,1246,1455,2968,B,BB,MANHA
2026-03-06 00:00:00,2040,3832,6060,12362,B,CC,TARDE
2026-03-06 00:00:00,2040,4122,5774,11778,B,KC,TARDE
2026-03-06 00:00:00,2040,6394,8956,18270,B,KC,MANHA
2026-03-06 00:00:00,2200,1654,1567,3447,B,KM-RI,TARDE
2026-03-06 00:00:00,2270,2173,2623,5954,C,KC,MANHA
2026-03-06 00:00:00,2270,2896,3230,7332,C,KC,MANHA
2026-03-06 00:00:00,2270,3741,4029,10625,B,KC,MANHA
2026-03-06 00:00:00,2270,5243,6600,14982,B,KC,TARDE
2026-03-06 00:00:00,2430,1061,1040,2527,B,BB,MANHA
2026-03-06 00:00:00,2430,1788,956,2323,BC,KK,TARDE
2026-03-06 00:00:00,2430,2176,1298,3154,BC,KK,TARDE
2026-03-06 00:00:00,2430,2692,3166,7693,B,KK,TARDE
2026-03-06 00:00:00,2430,3486,1568,3810,BC,KK,TARDE
2026-03-06 00:00:00,2430,3616,3007,7307,C,KK-RI,MANHA
2026-03-06 00:00:00,2430,4121,5471,13294,B,CC,TARDE
2026-03-06 00:00:00,2430,4456,5916,14375,B,CC,MANHA
2026-03-06 00:00:00,2430,10893,12808,31123,B,KC,TARDE
2026-03-09 00:00:00,2040,4416,3408,9815,B,BK,TARDE
2026-03-09 00:00:00,2200,1048,1059,2329,B,KK,TARDE
2026-03-09 00:00:00,2200,1896,2269,4991,B,KK,TARDE
2026-03-09 00:00:00,2200,2743,2598,5715,B,KK-RI,TARDE
2026-03-09 00:00:00,2200,4218,2996,6591,BC,KC,TARDE
2026-03-09 00:00:00,2200,5835,7578,16671,B,KC,TARDE
2026-03-09 00:00:00,2200,25230,19945,43879,BC,CC,TARDE
2026-03-09 00:00:00,2270,1134,1090,2474,B,BK,MANHA
2026-03-09 00:00:00,2270,1410,1081,2453,BC,KM,MANHA
2026-03-09 00:00:00,2270,1737,1331,3021,BC,KK,MANHA
2026-03-09 00:00:00,2270,3365,4236,9615,B,KM,MANHA
2026-03-09 00:00:00,2270,3992,3908,8871,B,KK,MANHA
2026-03-09 00:00:00,2430,502,544,1321,B,KC,MANHA
2026-03-09 00:00:00,2430,1258,901,2189,BC,KK,MANHA
2026-03-09 00:00:00,2430,2715,2483,6033,B,KK,MANHA
2026-03-09 00:00:00,2430,4445,2231,5421,BC,KK-RI,MANHA
2026-03-09 00:00:00,2430,4613,4996,12140,B,KK,TARDE
2026-03-09 00:00:00,2430,5275,6203,15073,B,KM,MANHA
2026-03-09 00:00:00,2430,7273,4751,11544,BC,KK,TARDE
2026-03-09 00:00:00,2430,8436,6038,14672,BC,KC,MANHA
2026-03-10 00:00:00,2040,2241,2442,4981,B,BK,MANHA
2026-03-10 00:00:00,2040,6758,10040,20481,B,MC,MANHA
2026-03-10 00:00:00,2040,22741,14111,28786,BC,KK-RI,MANHA
2026-03-10 00:00:00,2200,3428,4517,9937,B,BC,TARDE
2026-03-10 00:00:00,2200,4290,4194,9226,C,BK,TARDE
2026-03-10 00:00:00,2200,7893,7248,15945,C,KK,MANHA
2026-03-10 00:00:00,2270,1197,968,2197,B,KK,TARDE
2026-03-10 00:00:00,2270,1638,1504,3414,B,KK,TARDE
2026-03-10 00:00:00,2270,1936,1896,4303,B,KK,TARDE
2026-03-10 00:00:00,2270,8387,6426,14587,BC,KC,TARDE
2026-03-10 00:00:00,2270,10049,9223,20936,B,KK-RI,TARDE
2026-03-10 00:00:00,2430,621,568,1380,B,KB,TARDE
2026-03-10 00:00:00,2430,1001,981,2383,B,BB,TARDE
2026-03-10 00:00:00,2430,1289,1141,2772,C,KK,TARDE
2026-03-10 00:00:00,2430,1471,1730,4203,B,KC,TARDE
2026-03-10 00:00:00,2430,2603,2712,6590,C,KK,TARDE
2026-03-11 00:00:00,2040,1982,1331,2715,BC,KK,TARDE
2026-03-11 00:00:00,2040,3478,4872,9938,B,KC,TARDE
2026-03-11 00:00:00,2040,6737,3889,13108,C,KK,TARDE
2026-03-11 00:00:00,2200,837,846,1861,B,KB,TARDE
2026-03-11 00:00:00,2200,1364,1632,3590,B,KK,MANHA
2026-03-11 00:00:00,2200,2455,3600,7920,B,CC,MANHA
2026-03-11 00:00:00,2200,2659,3900,8580,B,CC,TARDE
2026-03-11 00:00:00,2200,6594,7401,16282,B,BK,MANHA
2026-03-11 00:00:00,2270,5173,7352,16689,B,MM,TARDE
2026-03-11 00:00:00,2430,1395,832,2021,BC,KM,MANHA
2026-03-11 00:00:00,2430,1478,1601,3890,B,KC,MANHA
2026-03-11 00:00:00,2430,1658,1517,3686,B,KB,TARDE
2026-03-11 00:00:00,2430,2551,3387,8230,B,MM,TARDE
2026-03-11 00:00:00,2430,2744,2857,6942,C,KC,MANHA
2026-03-11 00:00:00,2430,2902,3413,8293,B,KC,TARDE
2026-03-11 00:00:00,2430,3288,3426,8325,C,KK,MANHA
2026-03-11 00:00:00,2430,9204,9968,24222,B,KK,TARDE
2026-03-11 00:00:00,2430,16679,19611,47654,B,KM,MANHA
2026-03-12 00:00:00,2040,1753,1910,3896,B,BK,TARDE
2026-03-12 00:00:00,2040,6385,3962,8082,BC,KK,TARDE
2026-03-12 00:00:00,2040,9271,12985,26489,B,KC,TARDE
2026-03-12 00:00:00,2200,3821,3619,7961,B,KK-RI,MANHA
2026-03-12 00:00:00,2200,6307,4986,10969,BC,KC,TARDE
2026-03-12 00:00:00,2200,8596,8141,17910,B,KK-RI/E,MANHA
2026-03-12 00:00:00,2200,9640,5691,12520,BC,KK,TARDE
2026-03-12 00:00:00,2270,1848,2326,5280,B,KM,TARDE
2026-03-12 00:00:00,2270,4101,3886,8821,C,KK,MANHA
2026-03-12 00:00:00,2270,4523,5693,12923,B,KM,MANHA
2026-03-12 00:00:00,2270,6065,6214,14105,B,BK,TARDE
2026-03-12 00:00:00,2430,1108,1014,2464,B,KK-RI,MANHA
2026-03-12 00:00:00,2430,5567,4629,11248,C,KK,MANHA
2026-03-12 00:00:00,2430,8444,6044,14686,BC,KC,MANHA
2026-03-13 00:00:00,2040,3244,4027,8215,C,KK,TARDE
2026-03-13 00:00:00,2200,200,240,528,B,KC,TARDE
2026-03-13 00:00:00,2200,1653,1616,3555,C,BK,TARDE
2026-03-13 00:00:00,2200,4707,5631,12388,B,KK,TARDE
2026-03-13 00:00:00,2200,5654,3338,7343,BC,KK,MANHA
2026-03-13 00:00:00,2270,816,946,2147,B,KM,MANHA
2026-03-13 00:00:00,2270,1134,1315,2985,B,KK,MANHA
2026-03-13 00:00:00,2270,3627,3228,7327,C,KK-RI,TARDE
2026-03-13 00:00:00,2270,5098,3906,8866,BC,KC,MANHA
2026-03-13 00:00:00,2270,8073,3539,8033,BC,KK,MANHA
2026-03-13 00:00:00,2270,8971,11292,25632,B,KM,MANHA
2026-03-13 00:00:00,2430,923,962,2337,C,KK,MANHA
2026-03-13 00:00:00,2430,1383,1017,2471,C,KK,TARDE
2026-03-13 00:00:00,2430,1771,1846,4485,C,KK,TARDE
2026-03-13 00:00:00,2430,2135,2225,5406,C,KK-RI,TARDE
2026-03-13 00:00:00,2430,2263,2552,6201,C,KC,TARDE
